211 ID #,Section,Name,Address,Phone,Email,Website,Hours of Operation,Details,Fees
,MUSIC AND DANCE,Saskatoon Concert Band,"John H. Schoen Rehearsal Hall, 238 Ave V N Saskatoon SK S7L 3E6",306-242-3916,saskatoonconcertband@gmail.com,www.saskatoonconcertband.ca,,,$235 with Pin $243 per year
,MUSIC AND DANCE,Saskatoon International Folkdance Club,"Mayfair United Church 902 33rd St W, Saskatoon, SK S7L 0W6",306-220-0087,damcqueen@shaw.ca,http://saskatoonfolkdance.ca,Thursdays 7pm weekly,"Learn dances from Israel, Bulgaria, Romania, Greece and many other countries! | Reasonable drop-in fees. The first evening is free! | Activities are held indoors from Sept-May and outdoors from June-Aug; please call before first-time attendance (summer number: 306-382-3426)","$5.00 drop-in, summer months are free dancing at Albert Park for August and Glacier Park for June and July 2026 , call to inquire about membership"
,MUSIC AND DANCE,Saskatoon Symphony Orchestra,602B 51st St Saskatoon SK S7K 7K3,306-665-6414,subscriptions@saskatoonsymphony.org,www.saskatoonsymphony.org,Tue-Fri 10am-4pm (hours may vary),"To purchase tickets for the Saskatoon Symphony Orchestra concerts, contact 306-975-7799",
,MUSIC AND DANCE,Sweet Adelines-Magic City Chapter,,,,www.magiccitychorus.com,,Rehearsals - Tuesdays @ 6:30-9:30pm | Women’s A Cappella (Barbershop) Chorus | Auditions required,
,RECYCLING AND SECOND HAND RETAIL,Community Living,3031 Louise St Saskatoon SK S7J 3L1,1-877-477-2171 Fax: 306-664-9292,info@theyellowbin.com,www.theyellowbin.com,Mon-Fri 10am-4pm,,
,RECYCLING AND SECOND HAND RETAIL,CWL Clothing Depot,619-20th St W Saskatoon SK S7M 0X8,306-242-5042,,http://www.cwlsk.ca/pages/clothingdepot.html,,,
,RECYCLING AND SECOND HAND RETAIL,Diabetes Canada – Household Items & Clothing Pick-Up,,,,https://declutter.diabetes.ca/pickup,,"We pick-up gently used clothing, small household items (dishes, cutlery, knickknacks, etc.) Please call to arrange pick-up or visit our website to schedule a date and time | We don’t take any type of furniture",
,RECYCLING AND SECOND HAND RETAIL,Habitat for Humanity Restore,122 Ave D S Saskatoon SK S7M 1P7,306-343-7763 Fax: 306-343-1068,,www.habitatsaskatchewan.ca/restore,,We accept gently used and new home improvement products | We build homes for low-income working families | Donations accepted during business hours,
,RECYCLING AND SECOND HAND RETAIL,Library of Things YXE,"209 Avenue D South, Saskatoon, SK",,info@libraryofthingsyxe.com,https://libraryofthingsyxe.com /,"Tuesdays & Thursdays 5:30 to 7:30 pm, Saturdays 1 to 4 pm",,
,RECYCLING AND SECOND HAND RETAIL,Reroute,,639-295-4393,"hello@reroutesk.ca Socials : @reroutesk (Instagram) and Reroute Saskatchewan (Facebook) Website: www.reroutesk.ca Hours of Operation: Monday-Friday 9 am-5 pm Details: Hassle-free, convenient pickup service in Saskatoon for:",,,,Starts at $20
,RECYCLING AND SECOND HAND RETAIL,Salvation Army Thrift Store,North Thrift Store: 410 42nd A St E Saskatoon SK S7K 0V3 South Thrift Store: 503 Nelson Road Saskatoon SK S7S 1P4,North: 306-956-4685 South: 306-974-7545,,,Mon-Sat10am-8pm,"Clothing, household items, and furniture at affordable prices",
,RECYCLING AND SECOND HAND RETAIL,SARCAN Recycling,,,,https://sarcan.ca/,Mon-Sat 9am-5pm,"SARCAN Recycling provides environmental protection, employment creation and economic development through a province-wide network for recycling beverage containers, paint and electronics. For more information on the products we recycle, please visit www.sarcan.ca or call us at 306-933-0616.",
,RECYCLING AND SECOND HAND RETAIL,Saskatchewan Waste Reduction Council (SWRC),#208 220-20th St W Saskatoon SK S7M 0W9,306-931-3242 Fax: 306-955-5852,info@saskwastereduction.ca,www.swrc.ca,Mon-Fri 10am-4pm,"A non-profit organization working toward a waste-free Saskatchewan; provide information in the community about recycling, composting and other waste minimization topics | SWRC maintains an online search tool on how to recycle a wide variety of materials. Call their office at 306-931-3242 with your recycling questions or visit their website at: www.swrc.ca to view the online search tool",
,RECYCLING AND SECOND HAND RETAIL,Value Village Stores,,306-955-8702,,www.valuevillage.ca,"Mon-Sat 9am-9pm, Sun 10am-7pm","Quality used, household items, jewelry, clothing, shoes, books, and miscellaneous items at excellent prices | Donations in good condition accepted on premises or through pick-up by Community Living and Diabetes Canada | Seniors Day every Tuesday 30% off for 60 and over",
,RECYCLING AND SECOND HAND RETAIL,Village Green - MCC Thrift,60 33rd St E Saskatoon SK S7K 1V3,306-665-0102,villagegreenmcc@thrift.mccsk.ca,https://mccthrift.com/locations/village-green-thrift,"Mon, Tues, Wed, Fri, Sat 10am-5pm, Thurs 10am-7pm, Donation Hours: 10am-4pm. Closed on statutory holidays",Volunteers and donations accepted (donations hours 10am-5pm) | Items in stores sold at reasonable prices | Proceeds help those in need locally and internationally | Free furniture pickup service call: 306-665-0102,
,RECYCLING AND SECOND HAND RETAIL,YXE Opportunity Shop,1-511 1st Ave N Saskatoon SK S7K 1X5,306-242-8002,oppshopyxe@gmail.com,,Tues-Sat 10am-4:30pm; Closed Monday and Sunday,"Quality used clothing, small household items and linens sold at affordable prices | Volunteers and donations needed",
,REHABILITATION SERVICES,Coronary Artery Rehabilitation Group (CARG),"Saskatoon Field House, 2020 College Drive, Saskatoon S7N 2W4",,info@carg.ca,www.carg.ca,,"Provision of medically approved cardiac rehabilitation program including supervised physical exercise activities, counselling on use of exercise equipment, diet and social activities for participants take place at the Saskatoon Field House and Saskatoon Shaw Centre | The program is closely coordinated with the Saskatchewan Health Authority and the City of Saskatoon Recreation Dept",
,REHABILITATION SERVICES,Lifemark Health Group,304-3907 8th St E Saskatoon SK S7H 5M7,306-652-5151,8thstreet@lifemark.ca Fax: 306-652-5153,www.lifemark.ca,Monday-Thursday 7:30am-8:00pm; Friday 7:30am-7:00pm,"Services offered include Physiotherapy, Massage Therapy, Chiropractic Care, Occupational Therapy, Kinesiology, Vestibular Rehabilitation, Pelvic Health, Bracing, Acupuncture, and Dry Needling, Temporomandibular Joint (TMJ) disorder",Please contact this clinic for cost of services and further information.
,REHABILITATION SERVICES,LiveWell Cardiac Exercise Program,,306-655-4595 (Field House) or 306-655-4051 (Shaw Centre),live-well@saskhealthauthority.ca,www.saskhealthauthority.ca/your-health/conditions-illnesses-services-wellness/all-z/chronic-disease-management/livewell-saskatchewan,,"Trained medical and rehabilitation professionals provide education, exercise and support for individuals/families following a heart attack/bypass operation/angioplasty/stent",First month: $30.00 for patient (subsequent months to be decided on) - $20.00 for support person
,REHABILITATION SERVICES,McKerracher Center,2302 Arlington Ave Saskatoon SK S7J 3L3,306-655-4590,,,Mon-Fri 8am-4:30pm,"Rehab Program: Offers a variety of education skill building, social and recreational groups for persons affected by mental illness and addiction issues. | Residential Services Program: Residential Services facilitates the Mental Health Approved Homes program in the Saskatoon Health Region. The residents are adult persons who face serious challenges as a result of mental illness. The approved home provides a supportive environment based on mutual respect. | Adult Family Program: Provides educational groups and individual support for families affected by mental health and addiction issues.",
,REHABILITATION SERVICES,"Rehabilitation Services, Saskatoon Health Authority",Saskatoon City Hospital (7th Floor) 701 Queen St Saskatoon SK S7K 0M7,306-655-8175 Fax: 306-986-7222,,http://www.saskatoonhealthregion.ca/locations_services/Services/Rehabilitation,Mon-Fri: 8am-4:30pm (closed over noon hour),"Physical, occupational, recreation and Speech/language therapy | Social worker, psychologist Inpatient/outpatient service",
,REHABILITATION SERVICES,"Saskatchewan Association for the Rehabilitation of the Brain Injured, SARBI",5-501 45th St W Saskatoon SK S7L 5Z9,306-373-3050 Fax: 306-373-3925,saskatoon@sarbi.ca,www.sarbi.ca,Mon-Fri 9am – 4pm,"Rehabilitation program, individually designed for moderate to serve acquired Brain Injuries for adults and families | Each client requires a physician's referral to the program",
,REHABILITATION SERVICES,Saskatoon Pulmonary Rehab Program- Saskatoon Field House,Saskatoon Field House 2020 College Dr Saskatoon SK S7N 2W4,306-655-2480 Email: brent.friesen@saskhealthauthority.ca,,,"Mon, Tues, Wed, Thurs, Fri 8am-11:30am; M,W,F 12:30pm-3:45pm; Mon-Thurs 4:30pm-7:30pm","A multidisciplinary treatment method designed to help chronic lung patients | Involves all aspects of patient care from exercise, medication, education",$30/month for participants; $20/month for support
,REHABILITATION SERVICES,Saskatoon Pulmonary Rehab Program- Shaw Centre,"Shaw Centre 122 Bowlt Cres Saskatoon SK S7M 0L1 Tristan Etcheverry, Exercise Therapist & Certified Respiratory Educator",306-655-4051 Email: tristan.etcheverry@saskhealthauthority.ca,,,"Mon, Wed, Fri 8am-12pm; 1:30pm-3:30pm and Tues/Thurs 8-11am from the beginning of Sept until the end of June",,
,REHABILITATION SERVICES,Venture Rehabilitation Sciences Group,109-294 Venture Cr Saskatoon SK S7K 6M1,306-665-1962 Fax: 306-975-0109 Toll Free: 1-866-340-0109,info@venturerehab.ca,www.venturerehab.ca Book online at www.venturerehab.ca,,"Multidisciplinary facility with services in Physical Therapy, Occupational Therapy, Exercise Therapy, medical bridging & specialist consultation | Orthopedic conditions: muscle & joint pain, post-surgery including joint replacements , arthritis, osteoporosis, treatment of spinal injuries, | Temporal Mandibular Joint (jaw) | Neurological Rehabilitation: Strokes, Brain Injuries, Concussions, Parkinson’s and other | (Vestibular Rehabilitation) Physical Therapy assessment and treatment of dizziness and balance | Pelvic Health: male and female for treatment of pelvic pain and incontinence | Acupuncture, IMS dry needling, | Exercise programming | Cancer care including post mastectomy programs | Fall and Fracture Prevention Program, treatment of balance and dizziness | Pain Reprocessing Therapy | Occupational Therapy, home visits",Please contact the clinic for cost of services and further information-Senior discount (70+) offered
,RESOURCE CENTRES,"Caregiver Information and Support, Saskatoon Council on Aging (SCOA)",2020 College Dr Saskatoon SK S7N 2W4,306-652-4411 Toll Free: 1-888-652-4411,admin@scoa.ca,www.scoa.ca,"Mon-Thurs 8:30am-4:30pm (closed over noon hour) Fridays office closed - Staff work remotely, please phone 306.652.2255 to leave a message.","Resources and information for caregivers and their families, SCOA Aging Positive Resource Centre | Compassionate listening over the phone | Workshops and presentations on caregiver information | Major caregiver forum annually (Caregiver Week)","No fees, prices to be determined for special events"
,RESOURCE CENTRES,OUTSaskatoon,"201-245 3rd Avenue South, Saskatoon SK S7K 1M4",306-665-1224 Toll Free: 833-622-7233 Fax: 306-665-1280,hello@outsaskatoon.ca,www.outsaskatoon.ca,Mon-Thurs 10am-4pm and Friday 10am-1pm,Counselling services | Community Advocacy | Youth Groups | Indigenous & Cultural Projects | Education & Resources | Pride Home for 2SLGBTQ+ Youth,
,RESOURCE CENTRES,Saskatchewan Seniors Association Inc. (SSAI),"Box 455, Vanscoy, SK S0L 3J0",306.493.3023 [no texts],info@saskseniors.com Website: www.saskseniors.com,,,"Bring seniors together in one strong association that will work for the welfare of senior citizens in Saskatchewan | Offer programs and activities that benefit seniors | Work with other organizations with similar objectives | SSAI hosts Annual Convention, 45-Day Get Active Challenge, Bowling Tournament, and Tele-learning workshops | Be part of a strong association and network with other seniors and rural seniors’ clubs",Annual membership is $5/person
,RESOURCE CENTRES,Saskatchewan Seniors Mechanism,112-2001 Cornwall St Regina SK S4P 3X9,306-359-9956,admin@skssm.ca,www.skseniorsmechanism.ca,Mon-Fri 9:30am-4:30pm,"Research and advocacy about issues affecting older adults | Coordination of resources and projects for older adults including Age-Friendly Saskatchewan, Social Prescribing, and Celebrating Seniors Provincial Volunteer Awards | Publishes quarterly magazine “Gray Matters”",
,RESOURCE CENTRES,Saskatoon Council on Aging (SCOA),"2020 College Dr, Saskatoon SK S7N 2W4",306-652-2255,admin@scoa.ca,www.scoa.ca,"Mon-Thurs 8:30-4:30pm (closed over noon hour) Friday office is closed - Staff work remotely, please phone 306-652-2255 to leave a message.","Non-profit organization and a community leader in the promotion of dignity, health and independence of older adults through programs, services, Seniors Neighbourhood Hub Clubs, and policy advocacy. | Positive Aging Resource Centre (information and referrals), Lifelong Learning Opportunities, Spotlight on Seniors (booths/entertainment), Publications, Speakers Bureau, Volunteer Opportunities, Age-friendly Saskatoon Initiative, Century Club, Caregiver Information & Support, and the SCOA Globe Walk | Technology Training","$25.00/yr for One full member, $35.00/yr Two full members, $25.00 Non-Profit membership,"
,RESOURCE CENTRES,Saskatoon Indian and Métis Friendship Centre,168 Wall St Saskatoon SK S7K 1N4,306-244-0174 Fax: 306-664-2536,reception@simfc.ca,www.simfc.ca,Office hours: Mon-Fri 8:30am-4:30pm closed from 12pm-1pm for lunch,"Recreational facilities (can be booked for functions) | Functions: Holiday parties, Elder’s Christmas and Easter dinners, National Aboriginal Day, Native Recognition Night for high school graduates, Folkfest | Mental health support and therapies for status/treaty peoples | Sixties Scoop Sharing Circle starting in the fall",$2/yr membership
,RESOURCE CENTRES,"Saskatoon Tribal Council, Wellness Program & Treaty Office",335 Packham Ave Saskatoon SK S7N 4S1,306-956-6100,,https://sktc.sk.ca/wellness/,Mon-Fri 9:30am-4:30pm,"The Wellness Program is supported by talented and highly qualified health staff, supported by STC Program Managers. Our services have been shaped and guided by the communities we serve. | Wellness is supported within communities through ceremonies and the incorporation of traditional medicines, guided by community Elders and knowledge keepers. | The treaty office offers employment opportunities, events, programs, and services. | Refer to Home Support section for agencies providing these services",
,SOCIAL CLUBS & ASSOCIATIONS,"Century Club of Saskatchewan, Saskatoon Chapter, Saskatoon Council on Aging (SCOA)",2020 College Dr Saskatoon SK S7N 2W4 (Saskatoon Field House),306-652-2255,,www.scoa.ca,"Mon-Thurs 8:30-4:30 (closed over noon hour) office closed Friday, staff work remotely",A social group for older adults 90 years and over | Free membership | You will have an opportunity to attend 5-6 Century Club Events throughout the year where all costs are covered including transportation | Free copy of the collected stories memory book – A Walk Down Century Lane | Receive 6 “Century Club Connections” Newsletters throughout the year from the Saskatoon Council on Aging,
,SOCIAL CLUBS & ASSOCIATIONS,Cosmopolitan Senior Centre,614-11th St E Saskatoon SK S7N 1G3,,kinsmenhalloperations@gmail.com or cosmocentreseniors@gmail.com,https://www.cosmoyxe.com/ or https://www.cosmoseniorsscsas.ca/,,"Qualified instructors have extensive training | Non-members invited to check out program, encouraged to join | Activities offer socialization and friendship. Light refreshments provided",
,SOCIAL CLUBS & ASSOCIATIONS,Fairfield Senior Citizens Association,103 Fairmont Court Saskatoon SK S7M 5T6,306-382-1689,,,,Dances every Friday from 8pm-11pm | $10 admission for members; $12 admission for non-members | Everyone is welcome,
,SOCIAL CLUBS & ASSOCIATIONS,Forest Grove Community Church Seniors,Forest Grove Community Church 502 Webster St Saskatoon SK S7N 3P9,306-933-2266,office@forestgrovecc.com,,,,
,SOCIAL CLUBS & ASSOCIATIONS,Mayfair Lawn Bowling Club,Bowling Greens-923 Ave D N (not a mailing address),306-652-3152 from May-Sept only,info@mayfairlawnbowlingclub.ca,https://mayfairlawnbowlingclub.ca/,,Welcomes all ages and all abilities | Welcomes new beginners anytime! First two bowling plays are free! | Seasonal May to September | Club and Provincial tournaments | Group rental bookings available with instruction provided | Accommodates ability issues–has specialized equipment to help with mobility issues,"New members $125.00 per year, Returning members $160. League nights are Tuesday to Thursday with a drop in fee of $10."
,SOCIAL CLUBS & ASSOCIATIONS,Nutana Lawn Bowling Club,320 7th St E Saskatoon SK S7H 0X3,"(306) 665-0304 or 306-241-5431(Joseph Chan, President)",nlbcsaskatoon@gmail.com,www.nutanalawnbowlingclub.ca,,Club bowling | Tournaments and special events throughout season | Learn to bowl classes,$160/year
,SOCIAL CLUBS & ASSOCIATIONS,Nutana Legion #362,"Nutana Royal Canadian Legion, 3021 Louise Street, Saskatoon",306-584-5552,lin.whitworth@sasktel.net,Club010@probuscanada.ca,,"Founded in 1975, the Saskatchewan Retirees Association (SRA) is a non-profit, volunteer-led organization dedicated to supporting retired and retiring Saskatchewan public sector employees. Our purpose is to enhance members’ quality of life in retirement through strong benefits, trusted information, and effective advocacy. | We represent 4,000+ retirees from Saskatchewan ministries, Crown corporations, agencies, boards, commissions, universities, regional colleges, and the Saskatchewan Health Authority.. | We focus on delivering high-quality health and dental benefits and being a strong, informed voice on issues that matter to public sector retirees. | We are a non-profit, non-political, nonsectarian, and volunteer-based organization. | We have guest speakers, organized tours, and several different activity groups to participate in. Join us for a meeting.",In joining SRA Health and Dental Plan there is a one time registration fee $25.00
,SOCIAL CLUBS & ASSOCIATIONS,Saskatoon Community Clinic,455-2nd Ave N Saskatoon SK S7K 2C2,306-652-0300 Fax: 306-664-4120,,saskatooncommunityclinic.ca/seniors/,,"Services available to clinic patients and/or members | Community Clinic Volunteer Program with the elderly | Volunteers support for isolated and disabled elderly community clinic patients and members who wish to remain independent through visitation, monitoring well-being and assisting with group programs",
,SOCIAL CLUBS & ASSOCIATIONS,Saskatoon Heritage Society,Box 7051 Saskatoon SK S7K 4J1,,saskatoonheritagesociety@gmail.com,www.saskatoonheritage.ca,,Works to preserve Saskatoon’s historic places and architectural treasures and encourage an appreciation of Saskatoon’s history | See website for programs and events | Board meetings the third Wednesday of each month – call 306-652-9801 for more information,"$10.00 for seniors, $8.00 for students, $15.00 for individuals, $20.00 for family, $30.00 for corporate"
,SOCIAL CLUBS & ASSOCIATIONS,St. George's Senior Citizens Club,1235-20th St W Saskatoon SK S7M 5B6,306-384-4644,,,,"Music Jam Sessions (first and third Thursday of the month at 1pm) | Socializing, bingo, cards, pool tables | Two lanes, five pin bowling (runs weekly from September-end of April) | Line dancing Wednesday afternoons at 1pm from September-end of April | Will cater lunches for funerals and visit nursing homes | Parking lot attached to the facility | Hall is accessible and has a projector and screens","$10.00/year; Bowling: $96.00 per 33 sessions, Line Dancing $90.00"
,SOCIAL CLUBS & ASSOCIATIONS,St. Peter and Paul Senior Citizen Club,1202 11th St E Saskatoon SK S7H 0G3,306-934-8058,sspp@sasktel.net,,,,
,SOCIAL CLUBS & ASSOCIATIONS,‘Toon Town Men's Shed,"512 28th St. W. Saskatoon, SK S7L 4R5",306-229-6240,Toontown.shed@gmail.com,,,"Men often need a place to go, other men to relate to and something to do that gives them purpose and meaning. Toon Town Men's Shed exists to provide that. | We meet Tuesdays at 7 pm for coffee and have developed a woodworking shop so men can putter and build in their spare time.",No fees for coffee times
,SUICIDE,Mobile Crisis Service,,306-933-6200 Fax: 306-664-1974,info@saskatooncrisis.ca,www.saskatooncrisis.ca,24 hours daily,"24-hour mobile crisis service | Crisis counseling and intervention, conflict management and referral dealing with suicide intervention, child abuse and neglect, marriage and family problems, drug and alcohol abuse, relapse of a mental illness, problem gambling and older adults/seniors in distress",
,SUICIDE,Suicide Grief Support Saskatoon,,306-249-5666,saskatoonsuicidegrief@gmail.com,www.saskatoonsuicidegrief.org,24-hour Phone Message Service,"Left Behind by Suicide, meets the 1st Tuesday of each month at the WA Edwards Family Centre located at 333 4th Ave. North, from7:30pm-9:30pm | A Survivor's group for those 18 plus who have lost a loved one to a suicide death | Sharing of coping skills | After Suicide Support is a more indepth 12 week group that we also offer.",
,TRAVEL / TRANSPORTATION,Access Transit,"422 46th St. E. Saskatoon, SK S7K 0W9",306-975-3555 Fax: 306-975-3572,accesstransit@saskatoon.ca,,,"For people who are unable to use the regular transit system with safety and dignity due to mobility or cognitive impairment. | First accessible door means that we will come to the door to get the person and escort them to the door of their destination. All customers must be waiting at the door for the bus and watching it. | We have a twenty minute pick up window. The bus may arrive anytime from the scheduled time until 20 minutes after. Example, if you are scheduled for a 10:00am pick up, the bus can come anytime from 10:00-10:20am.",(Monthly and annual passes available)
,TRAVEL / TRANSPORTATION,CAA Saskatchewan,Administration Offices 200 Albert St N Regina SK S4R 5E2,1-800-564-6222,notify@caask.ca,caask.ca,,"CAA Saskatchewan serves approximately 184,000 Members from across the province who trust CAA for their everyday lifestyle needs, including travel, insurance, automotive, roadside assistance, and safety. | There are many savings, advantages, and valuable discounts available just by having a CAA membership. The professional and friendly staff working at the 9 CAA Stores in 8 Saskatchewan communities, plus the CAA Battery Depot, are available to help.","CAA (Canadian Automobile Association) Saskatchewan is member-based, with varying membership styles and costs available."
,TRAVEL / TRANSPORTATION,Canadian Snowbird Association (C.S.A.),180 Lesmill Rd Toronto ON M3B 2T5,1-416-391-9000 Toll Free: 1-800-265-3200 Fax: 1-416-441-7007,csastaff@snowbirds.org,www.snowbirds.org,Mon-Fri 9am-5pm EST,"Travel information, auto club, news magazine | Prescription drug and policies for seniors who are traveling | Travel insurance, currency exchange program",$25.00 annual membership per household
,TRAVEL / TRANSPORTATION,Driver Evaluation Program (DEP),"Saskatoon City Hospital, 8th Floor 701 Queen St Saskatoon SK S7K 0M7",306-655-8612 Fax: 306-655-8951,,,Mon-Fri 8am-4:30pm,"Provides a standardized objective assessment to determine a person's ability to safely operate a motor vehicle | May benefit any person with cognitive, perceptual, physical, or medical limitations that impact their functional ability to drive | Referrals are accepted from various sources: Health care professionals, family members, third parties such as SGI or WCB",$250.00 unless otherwise funded
,TRAVEL / TRANSPORTATION,55 Alive Mature Driving Refresher Course,"P.O. Box 8562 Saskatoon, SK S7K 6K6",306-955-4003 Toll Free: 1-877-955-4003,SDSC@gmail.com,https://saskatoonsafety.ca/courses/55alive/,,,
,TRAVEL / TRANSPORTATION,My Personal Driver,,306-382-3737,mypersonaldriver@shaw.ca,,,"We are a small home-based business, specialized in “Standing Bookings” such as recurring weekly or monthly appointments | We serve independent older adults (55+ years of age) and/or passengers that require special transportation services | Please contact us a minimum of four (4) to eight (8) hours prior to your desired service time; if possible, prefer to be contacted at least 24 hours in advance | There is no meter – just an hourly fee, charged in 15-minute increments (a minimum 15-minute booking is required) | Monthly billing to your credit card is available. Prepaid punch cards are also available, with slightly lower per-trip rates | Can transport a folded wheelchair if client can transfer",
,TRAVEL / TRANSPORTATION,Radio Cab,"2124 22 St W, Saskatoon, SK S7M 0V3",306 242-2626,info@saskatoonradiocabs.ca,https://saskatoonradiocabs.ca/,24-hour service,"Drivers fully licensed, insured, background checks | Airport taxi service | Wheelchair access",Regular metered taxi fees
,TRAVEL / TRANSPORTATION,Riide,225 Avenue B N Saskatoon SK S7L 1E1,306-652-2222 (call center/dispatch),,,24-hour service,Wheelchair accessible vans (5 passenger) new MV-1 and Ford Connects provide a smooth ride | Arm service provided | Sedans and larger vans also available | Booking app,Regular metered taxi fees
,TRAVEL / TRANSPORTATION,SaskAbilities – Accessible Parking Program,,,,,,,
,TRAVEL / TRANSPORTATION,Saskatoon Transit System Services,226-23rd St E Saskatoon SK S7K 0J4,306-975-3100,transit.services@saskatoon.ca,www.transit.saskatoon.ca,Please see details below,"Regular bus services; low floor accessible service | Phone & Go: 306-975-7500 | Customer Service: 306-975-3100 | Walk-In Service Centre: Mon-Fri 7am-5:30pm, Sat-Sun 10am-5:30pm, closed statutory holidays | Customer Service Centre Info-line: Mon-Fri 7am-7pm, Sat 9am-5pm, Sun and statutory holidays 9am-1pm & 2pm-6pm",
,TRAVEL / TRANSPORTATION,SGI - Saskatchewan Government Insurance,623 2nd Ave N Saskatoon SK S7K 2C7,,,www.sgi.sk.ca,Mon-Fri 8am-5pm,,
,TRAVEL / TRANSPORTATION,Via Rail Canada Inc.,P.O. Box. 8116 Station “A” Montreal QC H3C 3N3,,,www.viarail.ca,Mon-Sun 8am-9pm Eastern Time.,,
,TRAVEL / TRANSPORTATION,Wheels of Hope Transportation Services – Canadian Cancer Society,"Canadian Cancer Society, 55 St Clair Avenue West, Suite 300, Toronto, ON, M4V 2Y7",,transportation@cancer.ca,www.cancer.ca,(office hours) Mon-Fri 9:00am-5:00pm ET,"Volunteer drivers provide transportation to cancer treatment appointments for patients in need. | Passengers must be able to enter and exit a vehicle independently, and those who require assistance in the vehicle and at their appointments must bring a travel escort (18 years of age or older) with them on each ride. | Patients who wish to access the service must be referred to the program by a member of their treatment team at their hospital treatment location.",
,VISION,CNIB- Vision Loss Rehabilitation,1149 8 St E Saskatoon SK S7H 0S3,306-374-4545 Toll Free: 1-844-887-8572 Fax: 306-955-6224,,https://sk.visionlossrehab.ca/en,Mon-Thurs 8:30am-4:30pm (Office is closed on Fridays but calls are still accepted),"Individual and family counseling relating to vision loss | Rehabilitation teaching helps an individual adjust and maintain independence | Orientation and Mobility Training: working on a 1 on 1 basis to help an individual develop independent travel skills and white cane techniques | Sight Enhancement: assists partially sighted people in using their remaining vision more effectively | Assistive Technology: professional consultations and demonstration of a variety of high and low-tech devices | Career development and employment, lending library services, sales room with different aids for the visually impaired | Independent Living Skills",
,VISION,FYI Doctors,1: 30-2325 Preston Ave Saskatoon SK S7J 2G2,306-683-4374,,www.fyidoctors.com,8:30am-5pm Mon-Fri,,
,WALK IN CLINICS/MINOR EMERGENCY,Bridge City Mediclinic,#101-3333 8th St E Saskatoon SK S7H 4K1,306-700-5252 Fax: 306-700-3721,,https://bridgecitymediclinic.com/,"Mon-Fri 8am-8pm, Sat 9am-6pm, Sun 9am-4pm, Closed statutory holidays",,
,WALK IN CLINICS/MINOR EMERGENCY,Lakeside Medical Clinic,215 Joseph Okemasis Dr Saskatoon SK S7N 3A8,306-374-6884 Fax: 306-374-2552,,www.lakeside.ca,"Mon-Fri 8am-10pm, Sat-Sun, holidays 9am-9pm","Along with regular patient visits and scheduled appointments, the physicians at LMC provide walk-in services to patients requiring more urgent care and to patients who are unable to access their own physicians in a timely manner",
,WALK IN CLINICS/MINOR EMERGENCY,Laurier Drive Medical Clinic,3110 Laurier Dr. Saskatoon SK S7L 5J7,306-978-2200,,,Mon-Sun 8am-8pm and closed on statutory holidays,,
,WALK IN CLINICS/MINOR EMERGENCY,Lenore Medical Clinic-Lawson Heights,4-123 Lenore Dr. Saskatoon SK S7K 7H9,306-242-6700,,,"Mon-Fri 9am-8pm, Sat-Sun 9am-4pm",,
,YARD WORK,Arborscapes Tree and Landscape Service Ltd,8-3111 Millar Ave Saskatoon SK S7K 6N3,306-222-6494,info.arborscapes@gmail.com,https://www.arborscapesltd.com/,,"Landscape maintenance | Tree services: assessments, pruning, removals & spraying | Landscape design | Snow removal, both residential and commercial",
,YARD WORK,Crocus Co-op,135 Avenue B S Saskatoon SK S7M 1M2,,,www.crocuscooperative.org,Mon-Fri 9am-4pm,"Yard waste removal, dump hauls, snow removal, fall & spring clean-up, rototilling, lawn aeration & vacuuming, power raking, window washing and tactile work",
,YARD WORK,EGADZ,485-1st Ave N Saskatoon SK S7K 1X5,306-931-6644 Fax: 306-665-1344,info@egadz.ca,https://www.egadz.ca/,,,
,YARD WORK,Services for Seniors-Saskatoon,103 115-19th St E Saskatoon SK S7K 7Y8,306-668-2762 or 306-668-2763,saskatoonservices4seniors@sasktel.net,www.saskatoonservicesforseniors.ca,Mon-Fri 9am-5pm,"Home Helper: housekeeping, organization, laundry | Yard Work: grass cutting, raking, gardening, snow shoveling | Home Maintenance for minor home repairs and light handyman jobs | Volunteer Tax Preparation: over the phone or drop off | Grocery shopping and delivery",Service fees ranging from $20/hr. to $35/hr. depending on the services required. Membership: $10.00/yr. (expires April 30th each year)
